"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.401251600E1,3.667973728E-1,-2.229151565E-1,2.688976604E-1,5.064952432E-1
1.402244600E1,2.601146308E-1,-2.862504423E-1,1.602464533E-1,4.186619909E-1
1.403237700E1,2.033318080E-1,-3.000317448E-1,1.455939156E-1,3.905898876E-1
1.404230700E1,1.590288437E-1,-3.582957405E-1,1.390625757E-1,4.159379891E-1
1.405223700E1,2.596711926E-1,-4.017540014E-1,3.699632746E-1,6.047381503E-1
1.406216800E1,3.137012925E-1,-4.336341906E-1,5.671617919E-1,7.798202423E-1
1.407209800E1,3.795779975E-1,-5.074652284E-1,6.642401898E-1,9.180498047E-1
1.408202800E1,4.488121006E-1,-5.908319056E-1,6.445830202E-1,9.828539628E-1
1.409195900E1,5.694415482E-1,-6.059364331E-1,6.009201068E-1,1.025927684E0
1.410188900E1,5.819196526E-1,-5.927141243E-1,4.894236445E-1,9.640933664E-1
1.411181900E1,5.316259235E-1,-6.067930502E-1,3.319136882E-1,8.723477659E-1
1.412174900E1,5.096417083E-1,-5.657432574E-1,1.634331858E-1,7.787878468E-1
1.413168000E1,4.935526559E-1,-5.197437966E-1,-3.514176607E-2,7.176090732E-1
1.414161000E1,4.538070846E-1,-5.231357664E-1,-2.438025802E-1,7.342013336E-1
1.415154000E1,4.804774046E-1,-5.137556630E-1,-4.353310525E-1,8.272342733E-1
1.416147100E1,5.067501871E-1,-4.978260934E-1,-5.375257641E-1,8.908201381E-1
1.417140125E1,5.740434531E-1,-4.792337018E-1,-5.224352700E-1,9.122112904E-1
1.418133125E1,6.105304442E-1,-4.868619794E-1,-4.046542203E-1,8.795038649E-1
1.419126225E1,6.196348514E-1,-4.707195711E-1,-2.736929619E-1,8.248830833E-1
1.420119225E1,5.261624314E-1,-5.003672934E-1,-7.353107572E-2,7.298089829E-1
1.421112225E1,4.646967197E-1,-4.957760596E-1,1.018859786E-1,6.871082122E-1
1.422105325E1,4.554602386E-1,-4.712779802E-1,2.427144134E-1,6.988971670E-1
1.423098325E1,4.799961787E-1,-4.619633657E-1,2.838677019E-1,7.241459487E-1
1.424091325E1,5.151600911E-1,-4.775327468E-1,2.188232750E-1,7.357384518E-1
1.425084325E1,5.127872910E-1,-5.061045814E-1,1.020380062E-1,7.276705352E-1
1.426077425E1,5.170875527E-1,-5.141041571E-1,-7.864446580E-2,7.333945551E-1
1.427070425E1,4.835830070E-1,-4.466448301E-1,-1.807567316E-1,6.826544697E-1
1.428063425E1,4.004607435E-1,-3.871108192E-1,-1.672163343E-1,5.815366677E-1
1.429056525E1,3.754615577E-1,-3.801789451E-1,-1.486093247E-1,5.546099016E-1
1.430049525E1,4.296098444E-1,-3.792615169E-1,-1.552435756E-1,5.937208809E-1
1.431042525E1,5.693136404E-1,-4.005599999E-1,-1.414915091E-1,7.103422990E-1
1.432035625E1,6.465026611E-1,-4.334026408E-1,-1.130518216E-1,7.865012742E-1
1.433028625E1,6.770717584E-1,-4.439504331E-1,-6.919010282E-2,8.125917938E-1
1.434021625E1,6.892157675E-1,-4.142547637E-1,-2.349411249E-2,8.044733412E-1
1.435014625E1,6.199171257E-1,-3.855735862E-1,2.282226741E-2,7.304006360E-1
1.436007725E1,4.942135374E-1,-3.510609806E-1,4.439089179E-2,6.078333521E-1
1.437000725E1,3.623766585E-1,-3.271827060E-1,-2.196155727E-2,4.887204474E-1
1.437993725E1,2.908407989E-1,-2.752950990E-1,-1.114420831E-1,4.156862997E-1
1.438986825E1,2.679239528E-1,-2.331957310E-1,-8.787488043E-2,3.659036595E-1
1.439979825E1,2.649866040E-1,-1.871857452E-1,-8.194054127E-2,3.346201665E-1
1.440972825E1,2.608584698E-1,-1.315869105E-1,-6.777215302E-2,2.999255257E-1
1.441965925E1,3.063528773E-1,-7.954435229E-2,-4.470020950E-2,3.196521518E-1
1.442958925E1,2.744858444E-1,-8.048341513E-2,-9.148027360E-2,3.003143342E-1
1.443951925E1,3.264909073E-1,-4.062645435E-2,-5.521818101E-2,3.336103548E-1
1.444945025E1,4.142762522E-1,-1.173243821E-2,-9.313445091E-3,4.145469859E-1
1.445938025E1,4.896530016E-1,1.351466954E-2,1.621432900E-2,4.901077562E-1
1.446931025E1,5.134248568E-1,1.817080736E-2,3.550429344E-2,5.149716659E-1
1.447924025E1,4.532849282E-1,7.733527422E-3,6.042512655E-2,4.573600655E-1
1.448917125E1,4.336541442E-1,7.644942105E-2,6.955906212E-2,4.458014063E-1
1.449910125E1,3.819225848E-1,1.059515476E-1,1.121700615E-1,4.119134786E-1
1.450903125E1,3.096689795E-1,1.395110571E-1,1.203169870E-1,3.603253936E-1
1.451896225E1,1.725059449E-1,2.095957839E-1,9.062073290E-2,2.861831772E-1
1.452889225E1,4.620162830E-2,2.334723043E-1,1.875435948E-2,2.387375826E-1
1.453882225E1,2.936062396E-2,2.697074997E-1,-4.348925114E-2,2.747644384E-1
1.454875325E1,2.678346366E-2,2.996616161E-1,-7.301885962E-2,3.095903615E-1
1.455868325E1,3.701236345E-2,2.490475327E-1,-6.585309684E-2,2.602522218E-1
1.456861325E1,7.595043428E-2,2.584212041E-1,-7.794923186E-2,2.804034057E-1
1.457854425E1,8.621456355E-2,2.475804663E-1,-4.269870758E-2,2.656166747E-1
1.458847425E1,5.635678008E-2,2.540884173E-1,-3.893193126E-2,2.631590883E-1
1.459840425E1,7.274579465E-2,2.818293625E-1,-1.085693461E-1,3.106558274E-1
1.460833525E1,8.178829439E-2,2.759704524E-1,-6.074204564E-2,2.941744581E-1
1.461826525E1,7.599158406E-2,3.224183947E-1,-2.928110182E-2,3.325443204E-1
1.462819525E1,7.499390289E-2,3.010959381E-1,5.207237899E-2,3.146337268E-1
1.463812525E1,9.387602404E-2,3.281609452E-1,1.396993375E-1,3.688064787E-1
1.464805625E1,6.356354646E-2,3.065081209E-1,1.182283616E-1,3.346124596E-1
1.465798625E1,1.294194207E-1,2.651379007E-1,8.967582285E-2,3.083654424E-1
1.466791625E1,2.385917609E-1,2.206505299E-1,5.010537565E-2,3.288209747E-1
1.467784725E1,2.748417936E-1,1.212706679E-1,1.451694077E-1,3.336446363E-1
1.468777725E1,2.785151607E-1,6.301895142E-2,3.605264533E-1,4.599145643E-1
1.469770725E1,2.518074185E-1,6.171326816E-2,6.170560831E-1,6.693083842E-1
1.470763825E1,2.026328465E-1,3.567269325E-2,8.142592782E-1,8.398516438E-1
1.471756825E1,2.116841170E-1,5.217178166E-2,8.762508738E-1,9.029660315E-1
1.472749825E1,2.140630567E-1,5.596603990E-2,7.811973667E-1,8.119264225E-1
1.473742925E1,1.946409452E-1,5.596311629E-2,5.773412097E-1,6.118331801E-1
1.474735925E1,1.619564715E-1,5.706473172E-2,3.784206873E-1,4.155580571E-1
1.475728925E1,1.259161346E-1,1.163584220E-1,1.948233783E-1,2.595193713E-1
1.476721925E1,8.253037915E-2,1.056784827E-1,1.207058269E-1,1.804136963E-1
1.477715025E1,6.342416346E-2,1.283534002E-1,1.157497269E-1,1.841065429E-1
1.478708025E1,6.871282384E-2,1.765455669E-1,1.431924641E-1,2.374739378E-1
1.479701025E1,4.100842372E-2,1.714649212E-1,2.687777925E-1,3.214395927E-1
1.480694125E1,-4.092612416E-3,1.590004116E-1,3.572426569E-1,3.910501200E-1
1.481687125E1,-3.714999229E-2,1.759871578E-1,3.711391497E-1,4.124268057E-1
1.482680125E1,-1.428388537E-1,1.675122035E-1,2.844073999E-1,3.596537857E-1
1.483673225E1,-2.563388644E-1,1.859654313E-1,1.933136272E-1,3.710295319E-1
1.484666225E1,-3.367845650E-1,2.239682400E-1,1.428346145E-1,4.289374580E-1
1.485659225E1,-4.057125664E-1,2.814001769E-1,1.081723201E-1,5.054601833E-1
1.486652325E1,-4.686905873E-1,3.114595431E-1,4.952708602E-2,5.649166716E-1
1.487645325E1,-5.173303583E-1,2.794489610E-1,-3.633284390E-2,5.891031293E-1
1.488638325E1,-5.172992950E-1,2.374396402E-1,-9.448691189E-2,5.769782664E-1
1.489631325E1,-4.819101186E-1,1.912951684E-1,-1.976399821E-1,5.548808578E-1
1.490624425E1,-4.066520678E-1,9.529265821E-2,-2.888618088E-1,5.078264856E-1
1.491617425E1,-3.193965536E-1,3.639891744E-3,-4.286149406E-1,5.345448294E-1
1.492610425E1,-2.593464529E-1,-1.115034789E-1,-6.526586097E-1,7.110955416E-1
1.493603525E1,-2.025114436E-1,-2.443247366E-1,-8.502635086E-1,9.075535773E-1
1.494596525E1,-1.678783853E-1,-3.532285434E-1,-9.414461589E-1,1.019448099E0
1.495589525E1,-1.345659207E-1,-4.588649261E-1,-9.218386906E-1,1.038485233E0
1.496582625E1,-1.259173040E-1,-5.610953057E-1,-8.676648223E-1,1.040925239E0
1.497575625E1,-1.023527326E-1,-6.539116681E-1,-7.671476769E-1,1.013208818E0
1.498568625E1,-5.619123079E-2,-6.953538090E-1,-6.233517802E-1,9.355435938E-1
1.499561725E1,-9.464449435E-3,-7.727902400E-1,-4.639578509E-1,9.014162293E-1
1.500554725E1,1.089184248E-1,-7.867563146E-1,-3.264500499E-1,8.587306661E-1
1.501547725E1,2.402827757E-1,-8.120841140E-1,-2.344172144E-1,8.787308182E-1
1.502540725E1,2.921476516E-1,-8.138189828E-1,-1.353022313E-1,8.751904255E-1
1.503533825E1,2.503700267E-1,-7.927999967E-1,-6.007780194E-2,8.335624316E-1
1.504526825E1,1.716086166E-1,-7.039006841E-1,9.028100967E-2,7.301207784E-1
1.505519825E1,4.708675057E-2,-5.813196552E-1,2.293675590E-1,6.267050189E-1
1.506512925E1,-6.506284565E-2,-4.675182205E-1,3.797287095E-1,6.058055408E-1
1.507505925E1,-1.144545686E-1,-3.262284404E-1,5.105917346E-1,6.166269238E-1
1.508498925E1,-1.125811207E-1,-2.210235822E-1,4.523131210E-1,5.158615047E-1
1.509492025E1,-1.097536265E-1,-1.593050516E-1,3.908477747E-1,4.361031312E-1
1.510485025E1,-1.064633252E-1,-1.155257785E-1,3.158537257E-1,3.527665250E-1
1.511478025E1,-1.636167884E-1,-9.957340479E-2,2.720767915E-1,3.327327710E-1
1.512471125E1,-2.074863278E-1,-4.872894108E-2,2.360573584E-1,3.180379889E-1
1.513464125E1,-2.183663882E-1,1.643243015E-2,2.290032774E-1,3.168539179E-1
1.514457125E1,-2.352486154E-1,8.570965648E-2,2.381126547E-1,3.455223474E-1
1.515450225E1,-2.736286426E-1,1.285498667E-1,1.855871165E-1,3.547397357E-1
1.516443225E1,-3.459481752E-1,9.981314063E-2,1.148188502E-1,3.779234993E-1
1.517436225E1,-3.793577767E-1,1.227833426E-1,2.535060346E-2,3.995381397E-1
1.518429225E1,-3.914019446E-1,1.295778072E-1,-6.576480389E-2,4.175055686E-1
1.519422325E1,-4.125723736E-1,9.735964894E-2,-1.513750577E-1,4.501213978E-1
1.520415325E1,-4.281106183E-1,9.924186766E-2,-2.513484120E-1,5.062644309E-1
1.521408325E1,-4.202721334E-1,9.523710966E-2,-3.291923940E-1,5.422789000E-1
1.522401425E1,-3.984814610E-1,9.109786570E-2,-4.010669535E-1,5.726613284E-1
1.523394425E1,-3.562519924E-1,6.768035173E-2,-4.385417587E-1,5.690474376E-1
1.524387425E1,-3.465184249E-1,3.768939793E-2,-4.632076532E-1,5.797040965E-1
1.525380525E1,-3.521370144E-1,5.013519645E-2,-5.323983407E-1,6.402827563E-1
1.526373525E1,-3.563332687E-1,3.951139033E-2,-5.419176078E-1,6.497763015E-1
1.527366525E1,-3.484316339E-1,3.560486555E-2,-4.949761605E-1,6.063610388E-1
1.528359625E1,-2.917805927E-1,5.225832045E-2,-4.301498348E-1,5.223942253E-1
1.529352625E1,-2.543867715E-1,6.519411564E-2,-3.533712155E-1,4.402659629E-1
1.530345625E1,-2.866294880E-1,2.471267223E-2,-2.951066351E-1,4.121348149E-1
1.531338625E1,-3.093093757E-1,3.080780983E-2,-3.227183568E-1,4.480720354E-1
1.532331725E1,-2.769451833E-1,5.433232784E-2,-3.494413018E-1,4.491768692E-1
1.533324725E1,-2.662884866E-1,6.321249425E-2,-3.541383702E-1,4.475705115E-1
1.534317725E1,-2.580436201E-1,1.074776709E-1,-3.075886863E-1,4.156305566E-1
1.535310825E1,-2.582941733E-1,1.620672762E-1,-2.150518209E-1,3.731339809E-1
1.536303825E1,-2.427782942E-1,1.934253091E-1,-1.606861639E-1,3.495349676E-1
1.537296825E1,-2.127764500E-1,2.109055603E-1,-1.136663640E-1,3.204294233E-1
1.538289925E1,-1.789178554E-1,2.194769937E-1,-1.350332594E-1,3.137128159E-1
1.539282925E1,-1.216228896E-1,2.194635451E-1,-1.419019836E-1,2.882577802E-1
1.540275925E1,-8.099738538E-2,2.027054250E-1,-1.957565939E-1,2.932076224E-1
1.541269025E1,-9.322128206E-2,2.037462294E-1,-2.073165393E-1,3.052587114E-1
1.542262025E1,-1.734273930E-1,2.105196440E-1,-1.121104199E-1,2.948971472E-1
1.543255025E1,-2.354893014E-1,2.605858433E-1,5.804647923E-2,3.559909922E-1
1.544248025E1,-2.864080247E-1,2.795957261E-1,2.172018421E-1,4.553899065E-1
1.545241125E1,-2.421994930E-1,2.821392649E-1,3.656228864E-1,5.214817871E-1
1.546234125E1,-2.455957751E-1,2.451667356E-1,5.400488377E-1,6.419320525E-1
1.547227125E1,-2.453478532E-1,2.281975311E-1,6.912812233E-1,7.682053189E-1
1.548220225E1,-1.902990952E-1,2.598350608E-1,6.859824765E-1,7.578258128E-1
1.549213225E1,-2.219180600E-1,2.622043526E-1,3.994116068E-1,5.268096236E-1
1.550206225E1,-2.149221589E-1,2.671411568E-1,1.353782451E-1,3.686233868E-1
1.551199325E1,-2.215129942E-1,2.196874934E-1,3.100895405E-2,3.135157996E-1
1.552192325E1,-3.731688644E-1,1.161736500E-1,7.789075971E-2,3.985201234E-1
1.553185325E1,-5.041761696E-1,4.697243750E-2,2.259621406E-1,5.544897735E-1
1.554178425E1,-6.789887680E-1,-1.006422758E-2,3.794854653E-1,7.779050418E-1
1.555171425E1,-7.439286759E-1,-3.664742410E-2,5.487974417E-1,9.251764916E-1
1.556164425E1,-5.605097801E-1,-5.126663268E-2,5.935859442E-1,8.180120747E-1
1.557157525E1,-3.206503429E-1,-1.391982311E-1,5.044925040E-1,6.137633718E-1
1.558150525E1,-8.144762099E-2,-2.617751670E-1,3.528344411E-1,4.468244575E-1
1.559143525E1,1.437577437E-1,-3.541015327E-1,1.996601951E-1,4.311825342E-1
1.560136525E1,2.922423765E-1,-4.562728554E-1,9.701875627E-2,5.504572320E-1
1.561129625E1,3.715719898E-1,-5.156232637E-1,1.105310869E-1,6.450970585E-1
1.562122625E1,3.684790320E-1,-5.604655606E-1,1.388678634E-1,6.849691417E-1
1.563115625E1,3.174688728E-1,-6.053610671E-1,1.741031849E-1,7.053796323E-1
1.564108725E1,3.168486294E-1,-6.013013452E-1,3.109958589E-1,7.474455070E-1
1.565101725E1,2.807695547E-1,-6.167186987E-1,5.253009903E-1,8.573882590E-1
1.566094725E1,3.243764810E-1,-6.033320832E-1,7.226439339E-1,9.957127896E-1
1.567087825E1,4.113788107E-1,-6.475323558E-1,8.884984517E-1,1.173865485E0
1.568080825E1,4.467410168E-1,-7.307165998E-1,9.336605912E-1,1.266983183E0
1.569073825E1,4.601492670E-1,-7.534172451E-1,9.162259483E-1,1.272338352E0
1.570066925E1,4.389352032E-1,-7.904868382E-1,8.697195339E-1,1.254569895E0
1.571059925E1,4.066889783E-1,-7.638656348E-1,7.982531101E-1,1.177325215E0
1.572052925E1,3.320345794E-1,-7.558549494E-1,7.220837706E-1,1.096799270E0
1.573046025E1,2.486345731E-1,-7.119745195E-1,5.845753849E-1,9.541777863E-1
1.574039025E1,1.981587763E-1,-6.911888373E-1,4.311847919E-1,8.384087513E-1
1.575032025E1,1.617463372E-1,-6.714772886E-1,3.219120258E-1,7.620177026E-1
1.576025025E1,1.760647796E-1,-6.670111853E-1,1.918442219E-1,7.160355671E-1
1.577018125E1,2.555607462E-1,-6.488427168E-1,5.674898207E-2,6.996632141E-1
1.578011125E1,3.780634955E-1,-6.337551463E-1,-1.300420761E-2,7.380695777E-1
1.579004125E1,4.069824354E-1,-6.238686740E-1,-7.737211168E-2,7.488880216E-1
1.579997225E1,4.197859374E-1,-6.338106948E-1,-4.796821833E-2,7.617330110E-1
1.580990225E1,4.218847954E-1,-6.073204690E-1,-4.846757054E-3,7.394920039E-1
1.581983225E1,3.719802716E-1,-5.908833611E-1,4.427687109E-2,6.996234060E-1
1.582976325E1,3.396191490E-1,-5.413247001E-1,3.684739888E-2,6.401025919E-1
1.583969325E1,3.838444915E-1,-4.616078550E-1,-5.522402823E-2,6.028831551E-1
1.584962325E1,4.237792933E-1,-4.377909762E-1,-1.674677646E-1,6.318981567E-1
1.585955425E1,4.452254185E-1,-3.787270814E-1,-3.022039855E-1,6.580175714E-1
1.586948425E1,3.907192091E-1,-3.380333841E-1,-4.363420361E-1,6.762561952E-1
1.587941425E1,3.162782335E-1,-2.948861951E-1,-4.867684239E-1,6.511015954E-1
1.588934425E1,2.198645179E-1,-2.366403258E-1,-4.482376117E-1,5.524997797E-1
1.589927525E1,1.302132533E-1,-1.903081584E-1,-4.032041109E-1,4.644849207E-1
1.590920525E1,1.536190729E-1,-1.003066456E-1,-2.763189465E-1,3.316811766E-1
1.591913525E1,1.856239539E-1,-4.856989682E-2,-1.605224419E-1,2.501654283E-1
1.592906625E1,2.774760374E-1,-1.407366335E-2,-9.554291904E-2,2.938017507E-1
1.593899625E1,3.017505339E-1,-4.365180373E-2,-1.026367611E-1,3.217035427E-1
1.594892625E1,3.902248270E-1,-1.976768196E-2,-6.259210467E-2,3.957068971E-1
1.595885725E1,4.723120603E-1,3.747948289E-2,-8.895252228E-2,4.820746261E-1
1.596878725E1,5.018419611E-1,5.558246255E-2,-4.497093558E-2,5.069094092E-1
1.597871725E1,5.381429377E-1,1.002230304E-1,-2.523015082E-2,5.479772238E-1
1.598864825E1,5.473231394E-1,1.300338900E-1,-2.412034929E-2,5.630747932E-1
1.599857825E1,6.099073503E-1,1.514212507E-1,-4.858393013E-2,6.302981591E-1
1.600850825E1,6.764738075E-1,1.761035174E-1,-6.156474888E-2,7.017260714E-1
1.601843925E1,6.982461342E-1,1.285282320E-1,-5.659987807E-2,7.122293988E-1
1.602836925E1,7.292915603E-1,1.187177736E-1,-7.912510693E-2,7.431156520E-1
1.603829925E1,7.949470943E-1,1.568878126E-1,-7.920112073E-2,8.141421780E-1
1.604823025E1,7.671715774E-1,1.426960355E-1,-5.222089827E-2,7.820750667E-1
1.605816025E1,7.045275056E-1,1.867992443E-1,-4.940312505E-3,7.288877627E-1
1.606809025E1,6.846316235E-1,2.231513840E-1,8.683407605E-2,7.252979779E-1
1.607802025E1,6.666719006E-1,2.684462553E-1,1.902292210E-1,7.434392857E-1
1.608795125E1,6.584895994E-1,2.689608103E-1,3.058906549E-1,7.742851947E-1
1.609788125E1,6.418713009E-1,2.880063611E-1,3.842895377E-1,8.016388711E-1
1.610781125E1,6.151402429E-1,2.916819209E-1,3.847736871E-1,7.820016954E-1
1.611774225E1,5.744965392E-1,3.206882036E-1,3.562837136E-1,7.482147299E-1
1.612767225E1,4.650501108E-1,3.877189296E-1,3.501792204E-1,6.994448230E-1
1.613760225E1,3.521181571E-1,3.722583067E-1,2.810394037E-1,5.844198747E-1
1.614753325E1,2.356133354E-1,4.363361889E-1,2.319023269E-1,5.474318248E-1
1.615746325E1,1.986886071E-1,4.784653777E-1,1.557914597E-1,5.409965427E-1
1.616739325E1,2.036713850E-1,4.805627739E-1,7.020459473E-2,5.266415270E-1
1.617732254E1,2.151344128E-1,4.523166293E-1,-2.176626027E-2,5.013451095E-1
1.618725354E1,2.260526262E-1,4.719574267E-1,-3.261752307E-2,5.243162264E-1
1.619718354E1,1.897126195E-1,4.419933701E-1,-4.456455410E-2,4.830476339E-1
1.620711354E1,1.695815331E-1,4.897306234E-1,7.451223850E-2,5.235895850E-1
1.621704454E1,9.490834996E-2,5.098029453E-1,-3.000206351E-3,5.185707658E-1
1.622697454E1,2.931296915E-2,4.995580387E-1,-1.950736392E-1,5.370951581E-1
1.623690454E1,-9.039941579E-3,4.343615842E-1,-2.983717203E-1,5.270459087E-1
1.624683554E1,-1.469916925E-3,3.556586462E-1,-3.362938374E-1,4.894780673E-1
1.625676554E1,-4.801104918E-2,2.774696785E-1,-2.287208569E-1,3.627777746E-1
1.626669554E1,-1.423172821E-1,2.002045709E-1,8.989509344E-3,2.457984749E-1
1.627662654E1,-2.101573359E-1,1.718414819E-1,2.045034438E-1,3.398783007E-1
1.628655654E1,-2.379143610E-1,1.222009599E-1,3.677869409E-1,4.547565851E-1
1.629648654E1,-2.443016401E-1,3.271751046E-2,4.560886681E-1,5.184309019E-1
1.630641754E1,-2.077828547E-1,-4.222215950E-2,4.337628293E-1,4.828111614E-1
1.631634754E1,-1.431589888E-1,-1.204070342E-1,3.238264042E-1,3.739731140E-1
1.632627754E1,-9.071969703E-2,-2.398972249E-1,2.069692147E-1,3.295709298E-1
1.633620854E1,-5.600974783E-3,-2.968368262E-1,1.303782910E-1,3.242560270E-1
1.634613854E1,8.211683482E-2,-3.111654282E-1,7.310189009E-2,3.300166429E-1
1.635606854E1,1.019549757E-1,-3.462311804E-1,-4.286009073E-2,3.634664149E-1
1.636599854E1,1.205418125E-1,-3.738475800E-1,-9.058974266E-2,4.031114524E-1
1.637592954E1,1.350794524E-1,-3.828429365E-1,-1.375680274E-1,4.286491977E-1
1.638585954E1,1.672665473E-1,-4.179753470E-1,-1.772355384E-1,4.838325378E-1
1.639578954E1,1.301364356E-1,-4.273993045E-1,-6.782068491E-2,4.518908083E-1
1.640572054E1,1.267517017E-1,-4.469313437E-1,3.490378439E-2,4.658668200E-1
1.641565054E1,8.235291615E-3,-5.271703452E-1,1.926271641E-1,5.613213137E-1
1.642558054E1,-1.790943682E-1,-5.998062122E-1,3.653223395E-1,7.247776878E-1
1.643551154E1,-3.271850449E-1,-5.863769120E-1,5.784884334E-1,8.863051416E-1
1.644544154E1,-5.236009124E-1,-5.512813389E-1,8.567223430E-1,1.145444107E0
1.645537154E1,-6.875018755E-1,-4.851662868E-1,1.017145967E0,1.320087525E0
1.646530254E1,-7.396217631E-1,-4.606839949E-1,1.045782706E0,1.361224288E0
1.647523254E1,-7.230758239E-1,-5.082241970E-1,9.390733588E-1,1.289569407E0
1.648516254E1,-6.577338468E-1,-5.314165932E-1,6.506442440E-1,1.066937365E0
1.649509354E1,-5.582760707E-1,-5.777534384E-1,3.248157531E-1,8.665889914E-1
1.650502354E1,-4.923168468E-1,-5.910792428E-1,6.175770700E-2,7.717282963E-1
1.651495354E1,-4.855717181E-1,-6.028146046E-1,-1.068204439E-1,7.813935937E-1
1.652488454E1,-4.844489796E-1,-6.154609627E-1,-1.940936458E-1,8.069419767E-1
1.653481454E1,-4.178316517E-1,-5.703800994E-1,-2.852675253E-1,7.624265919E-1
1.654474454E1,-3.418234031E-1,-5.898337859E-1,-2.642666656E-1,7.311525179E-1
1.655467454E1,-2.895619398E-1,-6.434884214E-1,-1.778863335E-1,7.277135516E-1
1.656460554E1,-2.703900160E-1,-6.364051044E-1,-1.008942908E-1,6.987860013E-1
1.657453554E1,-2.614638028E-1,-6.574767154E-1,1.812578380E-2,7.077905732E-1
1.658446554E1,-3.029183690E-1,-6.731940311E-1,1.014211249E-1,7.451415882E-1
1.659439654E1,-3.415841058E-1,-6.352227974E-1,1.270623350E-1,7.323472814E-1
1.660432654E1,-4.125269846E-1,-6.251872212E-1,9.517980695E-2,7.550475284E-1
1.661425654E1,-4.472890471E-1,-5.681651741E-1,1.180272174E-1,7.326729016E-1
1.662418754E1,-5.501869594E-1,-5.539482540E-1,1.181196034E-1,7.896306726E-1
1.663411754E1,-6.184370492E-1,-5.249758852E-1,1.756936276E-1,8.300194664E-1
1.664404754E1,-6.206826724E-1,-4.572926098E-1,2.807213151E-1,8.204681393E-1
1.665397854E1,-6.249698509E-1,-4.148733991E-1,4.161609560E-1,8.578445041E-1
1.666390854E1,-6.322558471E-1,-3.922119302E-1,5.210412937E-1,9.083290616E-1
1.667383854E1,-5.929589765E-1,-3.422854793E-1,5.309020382E-1,8.663813660E-1
1.668376954E1,-5.490320612E-1,-3.072051090E-1,4.884629470E-1,7.964968511E-1
1.669369954E1,-5.237457772E-1,-3.184136367E-1,4.172315812E-1,7.414708865E-1
1.670362954E1,-4.221109365E-1,-2.915556210E-1,2.735824496E-1,5.814031988E-1
1.671356054E1,-3.849062727E-1,-2.543445253E-1,1.355729574E-1,4.808575705E-1
1.672349054E1,-3.899002334E-1,-2.511659789E-1,7.869767547E-3,4.638625596E-1
1.673342054E1,-4.152201390E-1,-2.030568427E-1,-1.009422380E-1,4.731058873E-1
1.674335054E1,-4.989464200E-1,-1.692026335E-1,-1.456097031E-1,5.466070314E-1
1.675328154E1,-6.003670333E-1,-1.615059435E-1,-1.612913507E-1,6.422924912E-1
1.676321154E1,-6.388712407E-1,-1.111193168E-1,-2.220345658E-1,6.854219964E-1
1.677314154E1,-6.498649563E-1,-1.274032277E-1,-2.255575132E-1,6.995943365E-1
1.678307254E1,-6.424539759E-1,-1.952262515E-1,-2.179976481E-1,7.059627292E-1
1.679300254E1,-5.950883862E-1,-2.587778842E-1,-1.385877818E-1,6.635531283E-1
1.680293254E1,-5.112757127E-1,-2.876572824E-1,-1.764104962E-2,5.869078063E-1
1.681286354E1,-3.995106440E-1,-3.154566997E-1,1.488490605E-1,5.303562264E-1
1.682279354E1,-2.518519304E-1,-3.339900345E-1,2.996850049E-1,5.145773413E-1
1.683272354E1,-1.272443296E-1,-3.832148194E-1,4.000454450E-1,5.684022126E-1
1.684265454E1,-8.554812714E-2,-4.199037588E-1,3.949402410E-1,5.827653410E-1
1.685258454E1,-6.623199642E-2,-3.984123176E-1,2.441434729E-1,4.719375886E-1
1.686251454E1,-9.500497520E-2,-4.353959566E-1,1.357103670E-1,4.658464211E-1
1.687244554E1,-1.728713228E-1,-4.288640320E-1,-4.966040254E-3,4.624213595E-1
1.688237554E1,-1.842808485E-1,-3.892199099E-1,-1.478988880E-1,4.553302653E-1
1.689230554E1,-1.526598372E-1,-3.977872503E-1,-2.650613022E-1,5.017939979E-1
1.690223554E1,-8.647257194E-2,-3.811162537E-1,-3.351723415E-1,5.148471647E-1
1.691216654E1,1.615746483E-2,-3.884603566E-1,-3.044189107E-1,4.937948820E-1
1.692209654E1,1.175385363E-1,-4.383751130E-1,-2.261387265E-1,5.070766913E-1
1.693202654E1,2.231537229E-1,-4.637485206E-1,-1.150205791E-1,5.273424011E-1
1.694195754E1,2.421335656E-1,-4.920355958E-1,6.361887574E-2,5.520643554E-1
1.695188754E1,1.389715053E-1,-5.447844976E-1,3.449336833E-1,6.596078183E-1
1.696181754E1,-1.005322020E-1,-5.679891729E-1,6.310911548E-1,8.549821459E-1
1.697174854E1,-3.916069626E-1,-5.341402262E-1,9.219240600E-1,1.135167726E0
1.698167854E1,-6.567145309E-1,-4.442743689E-1,1.106745776E0,1.361447723E0
1.699160854E1,-8.392821452E-1,-3.355793077E-1,1.181304207E0,1.487443317E0
1.700153954E1,-8.329680294E-1,-2.555882281E-1,1.041197904E0,1.357664964E0
1.701146954E1,-7.038004044E-1,-2.159698337E-1,7.173065954E-1,1.027865132E0
1.702139954E1,-5.350705183E-1,-2.489352661E-1,3.097235048E-1,6.664817144E-1
1.703133054E1,-3.905546831E-1,-2.955176944E-1,-8.547459841E-2,4.971615181E-1
1.704126054E1,-2.862463492E-1,-3.464726704E-1,-3.921189594E-1,5.964373916E-1
